,Match_ID,Season,Team_1,Team_2,Toss_Winner,Toss_Decision,Venue,City,Result,Winner,Win_Margin,Win_Type,Player_Of_Match
0,40546,2011-12,Brisbane Heat,Sydney Sixers,Brisbane Heat,Batting,Sydney Cricket Ground,Sydney,True,Sydney Sixers,7,wickets,BJ Haddin
1,40547,2011-12,Melbourne Stars,Sydney Thunder,Sydney Thunder,Bowling,Melbourne Cricket Ground,Melbourne,True,Sydney Thunder,6,wickets,DA Warner
2,40548,2011-12,Adelaide Strikers,Melbourne Renegades,Melbourne Renegades,Bowling,Adelaide Oval,Adelaide,True,Adelaide Strikers,67,runs,M Klinger
3,40549,2011-12,Hobart Hurricanes,Perth Scorchers,Hobart Hurricanes,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Hobart Hurricanes,31,runs,BW Hilfenhaus
4,40550,2011-12,Melbourne Stars,Brisbane Heat,Melbourne Stars,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Melbourne Stars,8,runs,RJ Quiney
5,40551,2011-12,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,Batting,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,42,runs,TR Birt
6,40552,2011-12,Melbourne Renegades,Perth Scorchers,Melbourne Renegades,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Perth Scorchers,8,wickets,SE Marsh
7,40553,2011-12,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,Batting,"Stadium Australia, Sydney",Sydney,True,Sydney Thunder,6,wickets,CH Gayle
8,40554,2011-12,Sydney Sixers,Melbourne Stars,Sydney Sixers,Batting,Sydney Cricket Ground,Sydney,True,Sydney Sixers,2,runs,DJ Bravo
9,40555,2011-12,Hobart Hurricanes,Adelaide Strikers,Hobart Hurricanes,Batting,Adelaide Oval,Adelaide,True,Hobart Hurricanes,14,runs,XJ Doherty
10,40556,2011-12,Perth Scorchers,Brisbane Heat,Perth Scorchers,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,10,runs,MJ North
11,40557,2011-12,Melbourne Renegades,Sydney Thunder,Melbourne Renegades,Batting,"Stadium Australia, Sydney",Sydney,True,Melbourne Renegades,6,runs,Shahid Afridi
12,40558,2011-12,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,Batting,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,5,wickets,Naved-ul-Hasan
13,40559,2011-12,Sydney Sixers,Melbourne Renegades,Sydney Sixers,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,8,wickets,AB McDonald
14,40560,2011-12,Adelaide Strikers,Brisbane Heat,Adelaide Strikers,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Adelaide Strikers,31,runs,TLW Cooper
15,40561,2011-12,Perth Scorchers,Melbourne Stars,Perth Scorchers,Batting,Melbourne Cricket Ground,Melbourne,True,Perth Scorchers,8,runs,HH Gibbs
16,40562,2011-12,Brisbane Heat,Hobart Hurricanes,Brisbane Heat,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,3,runs,ML Hayden
17,40563,2011-12,Melbourne Stars,Melbourne Renegades,Melbourne Stars,Batting,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,11,runs,DJ Hussey
18,40564,2011-12,Sydney Sixers,Sydney Thunder,Sydney Sixers,Batting,"Stadium Australia, Sydney",Sydney,True,Sydney Sixers,17,runs,MA Starc
19,40565,2011-12,Perth Scorchers,Adelaide Strikers,Perth Scorchers,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,42,runs,GB Hogg
20,40566,2011-12,Melbourne Stars,Hobart Hurricanes,Melbourne Stars,Batting,"Bellerive Oval, Hobart",Hobart,True,Melbourne Stars,19,runs,LJ Wright
21,40567,2011-12,Sydney Sixers,Adelaide Strikers,Sydney Sixers,Batting,Adelaide Oval,Adelaide,True,Sydney Sixers,64,runs,SNJ O'Keefe
22,40568,2011-12,Sydney Thunder,Perth Scorchers,Sydney Thunder,Batting,"Stadium Australia, Sydney",Sydney,True,Perth Scorchers,9,wickets,NM Coulter-Nile
23,40569,2011-12,Brisbane Heat,Melbourne Renegades,Brisbane Heat,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Brisbane Heat,12,runs,DL Vettori
24,40570,2011-12,Brisbane Heat,Sydney Thunder,Sydney Thunder,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,91,runs,DT Christian
25,40571,2011-12,Melbourne Renegades,Hobart Hurricanes,Melbourne Renegades,Batting,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,7,wickets,OA Shah
26,40572,2011-12,Sydney Sixers,Perth Scorchers,Sydney Sixers,Batting,Sydney Cricket Ground,Sydney,True,Sydney Sixers,1,run,MA Starc
27,40573,2011-12,Adelaide Strikers,Melbourne Stars,Adelaide Strikers,Batting,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,6,wickets,CJ McKay
28,40574,2011-12,Perth Scorchers,Melbourne Stars,Perth Scorchers,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,11,runs,MR Marsh
29,40575,2011-12,Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Batting,"Bellerive Oval, Hobart",Hobart,True,Sydney Sixers,7,runs,NJ Maddinson
30,40576,2011-12,Perth Scorchers,Sydney Sixers,Perth Scorchers,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Sydney Sixers,7,wickets,MC Henriques
31,46858,2012-13,Melbourne Stars,Melbourne Renegades,Melbourne Stars,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,8,wickets,AJ Finch
32,46859,2012-13,Sydney Thunder,Sydney Sixers,Sydney Sixers,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,7,wickets,BJ Haddin
33,46860,2012-13,Brisbane Heat,Hobart Hurricanes,Brisbane Heat,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Hobart Hurricanes,8,wickets,TR Birt
34,46861,2012-13,Perth Scorchers,Adelaide Strikers,Perth Scorchers,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Adelaide Strikers,6,wickets,PJ Hughes
35,46862,2012-13,Perth Scorchers,Melbourne Stars,Melbourne Stars,Bowling,"Western Australia Cricket Association Ground, Perth",Perth,True,Melbourne Stars,24,runs,SL Malinga
36,46863,2012-13,Adelaide Strikers,Brisbane Heat,Brisbane Heat,Bowling,Adelaide Oval,Adelaide,True,Brisbane Heat,3,wickets,LA Pomersbach
37,46864,2012-13,Sydney Thunder,Melbourne Renegades,Melbourne Renegades,Bowling,"Stadium Australia, Sydney",Sydney,True,Melbourne Renegades,5,wickets,AW O'Brien
38,46865,2012-13,Hobart Hurricanes,Melbourne Stars,Melbourne Stars,Bowling,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,4,wickets,CJ McKay
39,46866,2012-13,Sydney Sixers,Perth Scorchers,Perth Scorchers,Bowling,Sydney Cricket Ground,Sydney,True,Perth Scorchers,7,wickets,MA Beer
40,46867,2012-13,Brisbane Heat,Perth Scorchers,Perth Scorchers,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Perth Scorchers,9,wickets,NM Coulter-Nile
41,46868,2012-13,Hobart Hurricanes,Melbourne Renegades,Melbourne Renegades,Bowling,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,7,wickets,MN Samuels
42,46869,2012-13,Adelaide Strikers,Sydney Thunder,Sydney Thunder,Bowling,"Stadium Australia, Sydney",Sydney,True,Adelaide Strikers,51,runs,KW Richardson
43,46870,2012-13,Melbourne Stars,Sydney Sixers,Sydney Sixers,Bowling,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,21,runs,GJ Maxwell
44,46871,2012-13,Brisbane Heat,Melbourne Renegades,Brisbane Heat,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,6,wickets,BCJ Cutting
45,46872,2012-13,Hobart Hurricanes,Sydney Thunder,Sydney Thunder,Bowling,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,30,runs,RT Ponting
46,46873,2012-13,Sydney Sixers,Adelaide Strikers,Sydney Sixers,Batting,Adelaide Oval,Adelaide,True,Adelaide Strikers,9,wickets,TP Ludeman
47,46874,2012-13,Sydney Sixers,Hobart Hurricanes,Hobart Hurricanes,Bowling,Sydney Cricket Ground,Sydney,True,Hobart Hurricanes,7,wickets,RT Ponting
48,46875,2012-13,Melbourne Stars,Adelaide Strikers,Melbourne Stars,Batting,Adelaide Oval,Adelaide,True,Melbourne Stars,8,runs,BJ Hodge
49,46876,2012-13,Sydney Thunder,Brisbane Heat,Sydney Thunder,Batting,"Stadium Australia, Sydney",Sydney,True,Brisbane Heat,5,wickets,DT Christian
50,46877,2012-13,Perth Scorchers,Melbourne Renegades,Melbourne Renegades,Bowling,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,51,runs,SE Marsh
51,46878,2012-13,Sydney Thunder,Sydney Sixers,Sydney Thunder,Batting,"Stadium Australia, Sydney",Sydney,True,Sydney Sixers,4,wickets,DP Hughes
52,46879,2012-13,Perth Scorchers,Hobart Hurricanes,Perth Scorchers,Batting,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,6,wickets,TD Paine
53,46880,2012-13,Melbourne Renegades,Adelaide Strikers,Adelaide Strikers,Bowling,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,48,runs,M Muralitharan
54,46881,2012-13,Brisbane Heat,Melbourne Stars,Melbourne Stars,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,24,runs,JR Hopes
55,46882,2012-13,Sydney Thunder,Perth Scorchers,Sydney Thunder,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,9,wickets,JP Behrendorff
56,46883,2012-13,Adelaide Strikers,Hobart Hurricanes,Adelaide Strikers,Batting,"Bellerive Oval, Hobart",Hobart,True,Adelaide Strikers,38,runs,CJ Boyce
57,46884,2012-13,Melbourne Stars,Melbourne Renegades,Melbourne Stars,Batting,Melbourne Cricket Ground,Melbourne,True,Melbourne Renegades,9,wickets,AJ Finch
58,46885,2012-13,Brisbane Heat,Sydney Sixers,Brisbane Heat,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Sydney Sixers,5,wickets,MJ Lumb
59,46886,2012-13,Melbourne Stars,Sydney Thunder,Melbourne Stars,Batting,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,13,runs,CH Gayle
60,46887,2012-13,Melbourne Renegades,Sydney Sixers,Melbourne Renegades,Batting,Sydney Cricket Ground,Sydney,True,Melbourne Renegades,29,runs,AD Hales
61,46888,2012-13,Perth Scorchers,Adelaide Strikers,Perth Scorchers,Batting,Adelaide Oval,Adelaide,True,Perth Scorchers,98,runs,SE Marsh
62,46889,2012-13,Hobart Hurricanes,Brisbane Heat,Hobart Hurricanes,Batting,"Bellerive Oval, Hobart",Hobart,True,Brisbane Heat,8,wickets,LA Pomersbach
63,46890,2012-13,Brisbane Heat,Melbourne Renegades,Brisbane Heat,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Brisbane Heat,15,runs,LA Pomersbach
64,46891,2012-13,Melbourne Stars,Perth Scorchers,Perth Scorchers,Bowling,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,8,wickets,SE Marsh
65,46892,2012-13,Brisbane Heat,Perth Scorchers,Brisbane Heat,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Brisbane Heat,34,runs,NM Hauritz
66,53185,2013-14,Melbourne Stars,Melbourne Renegades,Melbourne Renegades,Bowling,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,76,runs,LJ Wright
67,53187,2013-14,Sydney Thunder,Sydney Sixers,Sydney Sixers,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,6,wickets,NJ Maddinson
68,53189,2013-14,Adelaide Strikers,Hobart Hurricanes,Hobart Hurricanes,Bowling,"Bellerive Oval, Hobart",Hobart,False,,0,,
69,53191,2013-14,Perth Scorchers,Brisbane Heat,Perth Scorchers,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,3,wickets,CA Lynn
70,53193,2013-14,Perth Scorchers,Melbourne Renegades,Perth Scorchers,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,6,runs,Yasir Arafat
71,53195,2013-14,Adelaide Strikers,Sydney Thunder,Sydney Thunder,Bowling,"Stadium Australia, Sydney",Sydney,True,Adelaide Strikers,6,runs,MEK Hussey
72,53197,2013-14,Brisbane Heat,Hobart Hurricanes,Brisbane Heat,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Hobart Hurricanes,3,wickets,BR Dunk
73,53199,2013-14,Melbourne Stars,Sydney Sixers,Sydney Sixers,Bowling,Sydney Cricket Ground,Sydney,True,Melbourne Stars,77,runs,GJ Maxwell
74,53201,2013-14,Melbourne Renegades,Brisbane Heat,Melbourne Renegades,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,57,runs,AJ Finch
75,53203,2013-14,Perth Scorchers,Adelaide Strikers,Perth Scorchers,Batting,Adelaide Oval,Adelaide,True,Adelaide Strikers,6,wickets,M Klinger
76,53205,2013-14,Melbourne Renegades,Hobart Hurricanes,Melbourne Renegades,Batting,"Bellerive Oval, Hobart",Hobart,True,Melbourne Renegades,51,runs,JL Pattinson
77,53207,2013-14,Sydney Thunder,Melbourne Stars,Sydney Thunder,Batting,"Stadium Australia, Sydney",Sydney,True,Melbourne Stars,7,wickets,BJ Hodge
78,53209,2013-14,Sydney Sixers,Brisbane Heat,Brisbane Heat,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Sydney Sixers,4,runs,B Lee
79,53211,2013-14,Sydney Thunder,Perth Scorchers,Sydney Thunder,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,6,wickets,SM Katich
80,53213,2013-14,Melbourne Renegades,Melbourne Stars,Melbourne Renegades,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Stars,9,wickets,CL White
81,53215,2013-14,Adelaide Strikers,Sydney Sixers,Adelaide Strikers,Batting,Adelaide Oval,Adelaide,True,Sydney Sixers,6,wickets,MJ Lumb
82,53217,2013-14,Perth Scorchers,Hobart Hurricanes,Perth Scorchers,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,6,runs,NM Coulter-Nile
83,53219,2013-14,Brisbane Heat,Sydney Thunder,Brisbane Heat,Batting,"Stadium Australia, Sydney",Sydney,True,Brisbane Heat,48,runs,CA Lynn
84,53221,2013-14,Adelaide Strikers,Melbourne Stars,Adelaide Strikers,Batting,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,8,wickets,JP Faulkner
85,53223,2013-14,Perth Scorchers,Sydney Sixers,Perth Scorchers,Batting,Sydney Cricket Ground,Sydney,True,,0,SuperOver,Yasir Arafat
86,53225,2013-14,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,Batting,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,73,runs,BR Dunk
87,53227,2013-14,Brisbane Heat,Melbourne Stars,Brisbane Heat,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Melbourne Stars,3,wickets,LJ Wright
88,53229,2013-14,Melbourne Renegades,Sydney Thunder,Melbourne Renegades,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Sydney Thunder,9,wickets,GS Sandhu
89,53231,2013-14,Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Batting,Sydney Cricket Ground,Sydney,True,Sydney Sixers,7,runs,SPD Smith
90,53233,2013-14,Perth Scorchers,Adelaide Strikers,Perth Scorchers,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,5,runs,CJ Simmons
91,53235,2013-14,Brisbane Heat,Adelaide Strikers,Brisbane Heat,Batting,Adelaide Oval,Adelaide,True,Brisbane Heat,32,runs,DL Vettori
92,53237,2013-14,Sydney Sixers,Melbourne Renegades,Melbourne Renegades,Bowling,"Docklands Stadium, Melbourne",Melbourne,True,Sydney Sixers,2,runs,MC Henriques
93,53239,2013-14,Hobart Hurricanes,Melbourne Stars,Melbourne Stars,Bowling,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,5,wickets,LJ Wright
94,53241,2013-14,Melbourne Renegades,Adelaide Strikers,Melbourne Renegades,Batting,Adelaide Oval,Adelaide,True,Melbourne Renegades,1,run,DJ Bravo
95,53243,2013-14,Hobart Hurricanes,Brisbane Heat,Hobart Hurricanes,Batting,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,40,runs,BR Dunk
96,53245,2013-14,Sydney Thunder,Sydney Sixers,Sydney Sixers,Bowling,"Stadium Australia, Sydney",Sydney,True,Sydney Sixers,8,wickets,NM Lyon
97,53247,2013-14,Melbourne Stars,Perth Scorchers,Melbourne Stars,Batting,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,20,runs,JW Hastings
98,53249,2013-14,Melbourne Stars,Hobart Hurricanes,Melbourne Stars,Batting,Melbourne Cricket Ground,Melbourne,True,Hobart Hurricanes,7,wickets,CJ Boyce
99,53251,2013-14,Perth Scorchers,Sydney Sixers,Sydney Sixers,Bowling,Sydney Cricket Ground,Sydney,True,Perth Scorchers,5,runs,CJ Simmons
100,53253,2013-14,Perth Scorchers,Hobart Hurricanes,Perth Scorchers,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,39,runs,GB Hogg
101,61819,2014-15,Melbourne Stars,Adelaide Strikers,Melbourne Stars,Batting,Adelaide Oval,Adelaide,True,Adelaide Strikers,8,wickets,TP Ludeman
102,61821,2014-15,Melbourne Renegades,Sydney Sixers,Sydney Sixers,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,8,wickets,NJ Maddinson
103,61823,2014-15,Hobart Hurricanes,Melbourne Stars,Melbourne Stars,Bowling,Melbourne Cricket Ground,Melbourne,True,Hobart Hurricanes,52,runs,DJG Sammy
104,61825,2014-15,Sydney Thunder,Brisbane Heat,Brisbane Heat,Bowling,"Stadium Australia, Sydney",Sydney,True,Sydney Thunder,56,runs,JH Kallis
105,61827,2014-15,Perth Scorchers,Adelaide Strikers,Perth Scorchers,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Adelaide Strikers,1,wicket,JP Behrendorff
106,61829,2014-15,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,Batting,"Bellerive Oval, Hobart",Hobart,True,Sydney Sixers,7,wickets,MC Henriques
107,61831,2014-15,Perth Scorchers,Melbourne Renegades,Perth Scorchers,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,35,runs,M Klinger
108,61833,2014-15,Sydney Sixers,Sydney Thunder,Sydney Thunder,Bowling,"Stadium Australia, Sydney",Sydney,True,Sydney Sixers,16,runs,AC Blizzard
109,61835,2014-15,Brisbane Heat,Melbourne Stars,Melbourne Stars,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,1,run,RM Duffield
110,61837,2014-15,Perth Scorchers,Sydney Sixers,Perth Scorchers,Batting,Sydney Cricket Ground,Sydney,True,Perth Scorchers,36,runs,AJ Tye
111,61839,2014-15,Sydney Thunder,Melbourne Renegades,Melbourne Renegades,Bowling,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,8,wickets,JL Pattinson
112,61841,2014-15,Hobart Hurricanes,Adelaide Strikers,Hobart Hurricanes,Batting,Adelaide Oval,Adelaide,True,Adelaide Strikers,8,wickets,TP Ludeman
113,61843,2014-15,Sydney Thunder,Perth Scorchers,Sydney Thunder,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Sydney Thunder,20,runs,JH Kallis
114,61845,2014-15,Brisbane Heat,Hobart Hurricanes,Hobart Hurricanes,Bowling,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,6,wickets,TD Paine
115,61847,2014-15,Melbourne Stars,Melbourne Renegades,Melbourne Renegades,Bowling,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Stars,112,runs,MA Beer
116,61849,2014-15,Brisbane Heat,Adelaide Strikers,Adelaide Strikers,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Adelaide Strikers,5,wickets,TM Head
117,61851,2014-15,Sydney Sixers,Melbourne Stars,Melbourne Stars,Bowling,Melbourne Cricket Ground,Melbourne,True,,0,SuperOver,JP Faulkner
118,61853,2014-15,Perth Scorchers,Adelaide Strikers,Adelaide Strikers,Bowling,Adelaide Oval,Adelaide,True,Perth Scorchers,18,runs,GB Hogg
119,61873,2014-15,Melbourne Renegades,Hobart Hurricanes,Hobart Hurricanes,Bowling,"Bellerive Oval, Hobart",Hobart,True,Melbourne Renegades,37,runs,BA Stokes
120,61857,2014-15,Brisbane Heat,Perth Scorchers,Brisbane Heat,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,8,wickets,MA Carberry
121,61855,2014-15,Sydney Thunder,Hobart Hurricanes,Hobart Hurricanes,Bowling,Sydney Showground Stadium,Sydney,True,Hobart Hurricanes,5,wickets,JK Reed
122,61861,2014-15,Melbourne Renegades,Melbourne Stars,Melbourne Renegades,Batting,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,3,wickets,GJ Maxwell
123,61863,2014-15,Perth Scorchers,Hobart Hurricanes,Perth Scorchers,Batting,"Bellerive Oval, Hobart",Hobart,True,Perth Scorchers,18,runs,JP Behrendorff
124,61865,2014-15,Brisbane Heat,Sydney Sixers,Sydney Sixers,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Sydney Sixers,6,wickets,DE Bollinger
125,61867,2014-15,Adelaide Strikers,Sydney Thunder,Sydney Thunder,Bowling,Adelaide Oval,Adelaide,False,,0,,
126,61869,2014-15,Brisbane Heat,Melbourne Renegades,Melbourne Renegades,Bowling,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,5,wickets,Shakib Al Hasan
127,61871,2014-15,Adelaide Strikers,Sydney Sixers,Adelaide Strikers,Batting,Sydney Cricket Ground,Sydney,True,Adelaide Strikers,23,runs,J Botha
128,61881,2014-15,Brisbane Heat,Hobart Hurricanes,Hobart Hurricanes,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,18,runs,CA Lynn
129,61875,2014-15,Sydney Thunder,Melbourne Stars,Melbourne Stars,Bowling,Sydney Showground Stadium,Sydney,True,Melbourne Stars,8,wickets,KP Pietersen
130,61877,2014-15,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Adelaide Strikers,22,runs,TM Head
131,61879,2014-15,Perth Scorchers,Melbourne Stars,Perth Scorchers,Batting,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,3,wickets,PSP Handscomb
132,61859,2014-15,Sydney Thunder,Sydney Sixers,Sydney Sixers,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,4,wickets,JC Silk
133,61883,2014-15,Sydney Sixers,Adelaide Strikers,Sydney Sixers,Batting,Adelaide Oval,Adelaide,True,Sydney Sixers,87,runs,NJ Maddinson
134,61885,2014-15,Perth Scorchers,Melbourne Stars,Perth Scorchers,Batting,"Western Australia Cricket Association Ground, Perth",Perth,True,Perth Scorchers,18,runs,AJ Tye
135,61887,2014-15,Sydney Sixers,Perth Scorchers,Sydney Sixers,Batting,"Manuka Oval, Canberra",Canberra,True,Perth Scorchers,4,wickets,SE Marsh
136,69913,2015-16,Sydney Thunder,Sydney Sixers,Sydney Thunder,Batting,Sydney Showground Stadium,Sydney,True,Sydney Thunder,36,runs,MEK Hussey
137,69915,2015-16,Adelaide Strikers,Melbourne Stars,Melbourne Stars,Bowling,Adelaide Oval,Adelaide,True,Adelaide Strikers,19,runs,AI Ross
138,69917,2015-16,Brisbane Heat,Melbourne Renegades,Brisbane Heat,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Melbourne Renegades,7,wickets,AJ Finch
139,69919,2015-16,Sydney Sixers,Hobart Hurricanes,Sydney Sixers,Batting,Sydney Cricket Ground,Sydney,True,Sydney Sixers,95,runs,BJ Haddin
