,Match_ID,Season,Team_1,Team_2,Toss_Winner,Toss_Decision,Venue,City,Result,Winner,Win_Margin,Win_Type,Player_Of_Match
282,88850,2018-19,Perth Scorchers,Hobart Hurricanes,Hobart Hurricanes,Bowling,Perth Stadium,Perth,True,Hobart Hurricanes,4,wickets,GJ Bailey
283,88851,2018-19,Melbourne Renegades,Melbourne Stars,Melbourne Stars,Bowling,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Stars,6,wickets,MP Stoinis
284,88852,2018-19,Sydney Sixers,Brisbane Heat,Brisbane Heat,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,79,runs,JM Vince
285,88853,2018-19,Adelaide Strikers,Hobart Hurricanes,Adelaide Strikers,Batting,Adelaide Oval,Adelaide,True,Hobart Hurricanes,10,wickets,MS Wade
286,88854,2018-19,Melbourne Renegades,Sydney Thunder,Sydney Thunder,Bowling,Sydney Showground Stadium,Sydney,True,Melbourne Renegades,12,runs,HF Gurney
287,88855,2018-19,Melbourne Stars,Adelaide Strikers,Adelaide Strikers,Bowling,"Ted Summerton Reserve, Moe",Moe,True,Melbourne Stars,44,runs,BR Dunk
288,88856,2018-19,Hobart Hurricanes,Sydney Sixers,Sydney Sixers,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,9,wickets,JR Philippe
289,88857,2018-19,Perth Scorchers,Sydney Thunder,Sydney Thunder,Bowling,Perth Stadium,Perth,True,Sydney Thunder,6,wickets,CJ Ferguson
290,88858,2018-19,Melbourne Stars,Brisbane Heat,Brisbane Heat,Bowling,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,5,runs,MP Stoinis
291,88859,2018-19,Melbourne Renegades,Perth Scorchers,Perth Scorchers,Bowling,Perth Stadium,Perth,True,Melbourne Renegades,78,runs,CP Tremain
292,88860,2018-19,Brisbane Heat,Hobart Hurricanes,Hobart Hurricanes,Bowling,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,9,wickets,DJM Short
293,88861,2018-19,Adelaide Strikers,Sydney Sixers,Sydney Sixers,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,8,wickets,BJ Dwarshuis
294,88862,2018-19,Melbourne Renegades,Sydney Thunder,Melbourne Renegades,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,27,runs,CJ Boyce
295,88863,2018-19,Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,Bowling,"Aurora Stadium, Launceston",Launceston,True,Adelaide Strikers,7,wickets,J Weatherald
296,88864,2018-19,Perth Scorchers,Brisbane Heat,Brisbane Heat,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,6,wickets,Mujeeb Ur Rahman
297,88865,2018-19,Sydney Thunder,Sydney Sixers,Sydney Sixers,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,9,wickets,DP Hughes
298,88866,2018-19,Adelaide Strikers,Brisbane Heat,Brisbane Heat,Bowling,Adelaide Oval,Adelaide,True,Brisbane Heat,6,wickets,MT Renshaw
299,88867,2018-19,Perth Scorchers,Melbourne Stars,Melbourne Stars,Bowling,Perth Stadium,Perth,True,Perth Scorchers,27,runs,AJ Turner
300,88868,2018-19,Hobart Hurricanes,Melbourne Renegades,Melbourne Renegades,Bowling,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,16,runs,MS Wade
301,88869,2018-19,Melbourne Stars,Brisbane Heat,Brisbane Heat,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,10,wickets,BCJ Cutting
302,88870,2018-19,Perth Scorchers,Adelaide Strikers,Perth Scorchers,Batting,Adelaide Oval,Adelaide,True,Adelaide Strikers,5,wickets,JW Wells
303,88871,2018-19,Hobart Hurricanes,Sydney Thunder,Sydney Thunder,Bowling,"Manuka Oval, Canberra",Canberra,True,Sydney Thunder,4,wickets,PJ Cummins
304,88872,2018-19,Melbourne Stars,Sydney Sixers,Sydney Sixers,Bowling,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,94,runs,GJ Maxwell
305,88873,2018-19,Hobart Hurricanes,Melbourne Stars,Melbourne Stars,Bowling,"Bellerive Oval, Hobart",Hobart,True,Melbourne Stars,6,wickets,DJ Worrall
306,88874,2018-19,Sydney Sixers,Melbourne Renegades,Melbourne Renegades,Bowling,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,3,wickets,DT Christian
307,88875,2018-19,Melbourne Renegades,Melbourne Stars,Melbourne Stars,Bowling,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,13,runs,DT Christian
308,93820,2019-20,Sydney Thunder,Brisbane Heat,Sydney Thunder,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Sydney Thunder,29,runs,CJ Ferguson
309,93821,2019-20,Perth Scorchers,Sydney Sixers,Sydney Sixers,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,8,wickets,JR Philippe
310,93822,2019-20,Melbourne Renegades,Sydney Thunder,Melbourne Renegades,Batting,"Simonds Stadium, South Geelong, Victoria",Geelong,True,Sydney Thunder,6,wickets,AD Hales
311,93823,2019-20,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,Batting,"Traeger Park, Alice Springs",Alice Springs,True,Hobart Hurricanes,25,runs,Qais Ahmad
312,93824,2019-20,Melbourne Stars,Brisbane Heat,Brisbane Heat,Bowling,Carrara Oval,Carrara,True,Melbourne Stars,22,runs,GJ Maxwell
313,93825,2019-20,Adelaide Strikers,Sydney Thunder,Sydney Thunder,Bowling,"Manuka Oval, Canberra",Canberra,False,,0,,
314,93826,2019-20,Perth Scorchers,Melbourne Renegades,Melbourne Renegades,Bowling,Perth Stadium,Perth,True,Perth Scorchers,11,runs,MR Marsh
315,93827,2019-20,Melbourne Stars,Hobart Hurricanes,Melbourne Stars,Batting,"Ted Summerton Reserve, Moe",Moe,True,Melbourne Stars,52,runs,Haris Rauf
316,93828,2019-20,Brisbane Heat,Sydney Sixers,Sydney Sixers,Bowling,Sydney Cricket Ground,Sydney,True,Brisbane Heat,48,runs,CA Lynn
317,93829,2019-20,Adelaide Strikers,Perth Scorchers,Perth Scorchers,Bowling,Adelaide Oval,Adelaide,True,Adelaide Strikers,15,runs,J Weatherald
318,93830,2019-20,Melbourne Renegades,Hobart Hurricanes,Melbourne Renegades,Batting,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,7,wickets,RP Meredith
319,93831,2019-20,Sydney Sixers,Perth Scorchers,Perth Scorchers,Bowling,Perth Stadium,Perth,True,Sydney Sixers,48,runs,TK Curran
320,93832,2019-20,Adelaide Strikers,Melbourne Stars,Melbourne Stars,Bowling,Carrara Oval,Carrara,True,Adelaide Strikers,5,runs,JW Wells
321,93833,2019-20,Sydney Thunder,Sydney Sixers,Sydney Thunder,Batting,Sydney Cricket Ground,Sydney,True,,0,SuperOver,TK Curran
322,93834,2019-20,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Adelaide Strikers,18,runs,Rashid Khan
323,93835,2019-20,Hobart Hurricanes,Melbourne Stars,Melbourne Stars,Bowling,"Aurora Stadium, Launceston",Launceston,True,Melbourne Stars,4,runs,NM Coulter-Nile
324,93836,2019-20,Sydney Thunder,Adelaide Strikers,Sydney Thunder,Batting,Adelaide Oval,Adelaide,True,Sydney Thunder,3,runs,CJ Ferguson
325,93837,2019-20,Perth Scorchers,Brisbane Heat,Perth Scorchers,Batting,Carrara Oval,Carrara,True,Perth Scorchers,40,runs,Fawad Ahmed
326,93838,2019-20,Sydney Thunder,Melbourne Stars,Sydney Thunder,Batting,Sydney Showground Stadium,Sydney,True,Melbourne Stars,3,wickets,NCR Larkin
327,93839,2019-20,Melbourne Renegades,Sydney Sixers,Melbourne Renegades,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Sydney Sixers,6,wickets,JM Vince
328,93840,2019-20,Brisbane Heat,Hobart Hurricanes,Hobart Hurricanes,Bowling,"Bellerive Oval, Hobart",Hobart,True,Brisbane Heat,31,runs,CA Lynn
329,93841,2019-20,Melbourne Renegades,Melbourne Stars,Melbourne Stars,Bowling,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,8,wickets,A Zampa
330,93842,2019-20,Adelaide Strikers,Sydney Sixers,Adelaide Strikers,Batting,"International Sports Stadium, Coffs Harbour",Coffs Harbour,True,Sydney Sixers,7,wickets,JR Philippe
331,93843,2019-20,Hobart Hurricanes,Perth Scorchers,Hobart Hurricanes,Batting,Perth Stadium,Perth,True,Hobart Hurricanes,8,runs,DJM Short
332,93844,2019-20,Brisbane Heat,Sydney Thunder,Brisbane Heat,Batting,Sydney Showground Stadium,Sydney,True,Brisbane Heat,16,runs,T Banton
333,93845,2019-20,Melbourne Renegades,Perth Scorchers,Perth Scorchers,Bowling,"Simonds Stadium, South Geelong, Victoria",Geelong,True,Perth Scorchers,6,wickets,LS Livingstone
334,93846,2019-20,Adelaide Strikers,Sydney Sixers,Sydney Sixers,Bowling,Adelaide Oval,Adelaide,True,Sydney Sixers,2,wickets,TK Curran
335,93847,2019-20,Sydney Thunder,Melbourne Stars,Melbourne Stars,Bowling,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,6,wickets,Haris Rauf
336,93848,2019-20,Hobart Hurricanes,Brisbane Heat,Hobart Hurricanes,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,5,wickets,BCJ Cutting
337,93849,2019-20,Melbourne Renegades,Melbourne Stars,Melbourne Stars,Bowling,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Stars,7,wickets,GJ Maxwell
338,93850,2019-20,Hobart Hurricanes,Sydney Thunder,Sydney Thunder,Bowling,Sydney Showground Stadium,Sydney,True,Sydney Thunder,4,wickets,AD Hales
339,93851,2019-20,Perth Scorchers,Brisbane Heat,Perth Scorchers,Batting,Perth Stadium,Perth,True,Perth Scorchers,34,runs,MR Marsh
340,93852,2019-20,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,Batting,Adelaide Oval,Adelaide,True,Adelaide Strikers,63,runs,JW Wells
341,93853,2019-20,Melbourne Stars,Sydney Sixers,Sydney Sixers,Bowling,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,44,runs,MP Stoinis
342,93854,2019-20,Perth Scorchers,Hobart Hurricanes,Hobart Hurricanes,Bowling,"Bellerive Oval, Hobart",Hobart,True,Perth Scorchers,77,runs,JP Inglis
343,93855,2019-20,Adelaide Strikers,Brisbane Heat,Adelaide Strikers,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,7,wickets,JL Pattinson
344,93856,2019-20,Melbourne Renegades,Sydney Thunder,Melbourne Renegades,Batting,"Manuka Oval, Canberra",Canberra,True,Melbourne Renegades,12,runs,SB Harper
345,93857,2019-20,Perth Scorchers,Melbourne Stars,Perth Scorchers,Batting,Perth Stadium,Perth,True,Melbourne Stars,8,wickets,JR Coleman
346,93858,2019-20,Sydney Sixers,Hobart Hurricanes,Hobart Hurricanes,Bowling,Sydney Cricket Ground,Sydney,False,,0,,
347,93859,2019-20,Brisbane Heat,Adelaide Strikers,Brisbane Heat,Batting,Adelaide Oval,Adelaide,True,Adelaide Strikers,10,wickets,LN O'Connor
348,93860,2019-20,Melbourne Stars,Perth Scorchers,Melbourne Stars,Batting,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,10,runs,GJ Maxwell
349,93861,2019-20,Sydney Sixers,Sydney Thunder,Sydney Thunder,Bowling,Sydney Showground Stadium,Sydney,True,Sydney Thunder,4,runs,CH Morris
350,93862,2019-20,Adelaide Strikers,Hobart Hurricanes,Hobart Hurricanes,Bowling,"Aurora Stadium, Launceston",Launceston,True,Adelaide Strikers,10,runs,TM Head
351,93863,2019-20,Melbourne Renegades,Brisbane Heat,Brisbane Heat,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Melbourne Renegades,44,runs,CJ Boyce
352,93864,2019-20,Sydney Sixers,Melbourne Stars,Melbourne Stars,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,21,runs,MC Henriques
353,93865,2019-20,Sydney Thunder,Perth Scorchers,Sydney Thunder,Batting,Perth Stadium,Perth,True,Perth Scorchers,8,wickets,LS Livingstone
354,93866,2019-20,Hobart Hurricanes,Melbourne Renegades,Melbourne Renegades,Bowling,"Docklands Stadium, Melbourne",Melbourne,True,Hobart Hurricanes,4,runs,M Wright
355,93867,2019-20,Adelaide Strikers,Melbourne Stars,Melbourne Stars,Bowling,Adelaide Oval,Adelaide,True,Adelaide Strikers,11,runs,JW Wells
356,93868,2019-20,Brisbane Heat,Sydney Sixers,Sydney Sixers,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Sydney Sixers,8,wickets,SNJ O'Keefe
357,93869,2019-20,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,Batting,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,57,runs,DJM Short
358,93870,2019-20,Adelaide Strikers,Perth Scorchers,Adelaide Strikers,Batting,Perth Stadium,Perth,True,Adelaide Strikers,16,runs,WA Agar
359,93871,2019-20,Melbourne Renegades,Sydney Sixers,Sydney Sixers,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,7,wickets,SPD Smith
360,93872,2019-20,Brisbane Heat,Melbourne Stars,Brisbane Heat,Batting,Melbourne Cricket Ground,Melbourne,True,Brisbane Heat,71,runs,AB de Villiers
361,93873,2019-20,Perth Scorchers,Sydney Thunder,Perth Scorchers,Batting,Sydney Showground Stadium,Sydney,True,Sydney Thunder,7,wickets,AD Hales
362,93874,2019-20,Hobart Hurricanes,Adelaide Strikers,Hobart Hurricanes,Batting,Adelaide Oval,Adelaide,True,Hobart Hurricanes,10,runs,MS Wade
363,93875,2019-20,Brisbane Heat,Melbourne Renegades,Brisbane Heat,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,7,wickets,AJ Finch
364,93876,2019-20,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,Batting,"Bellerive Oval, Hobart",Hobart,True,Sydney Thunder,57,runs,JD Cook
365,93877,2019-20,Sydney Sixers,Melbourne Stars,Melbourne Stars,Bowling,Melbourne Cricket Ground,Melbourne,True,Sydney Sixers,43,runs,SNJ O'Keefe
366,93878,2019-20,Sydney Thunder,Adelaide Strikers,Adelaide Strikers,Bowling,Adelaide Oval,Adelaide,True,Sydney Thunder,8,runs,AD Hales
367,93879,2019-20,Melbourne Stars,Sydney Thunder,Melbourne Stars,Batting,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,28,runs,NCR Larkin
368,93880,2019-20,Sydney Sixers,Melbourne Stars,Melbourne Stars,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,19,runs,JR Philippe
369,97050,2020-21,Hobart Hurricanes,Sydney Sixers,Sydney Sixers,Bowling,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,16,runs,TH David
370,97070,2020-21,Brisbane Heat,Melbourne Stars,Melbourne Stars,Bowling,"Manuka Oval, Canberra",Canberra,True,Melbourne Stars,6,wickets,NM Coulter-Nile
371,97026,2020-21,Melbourne Stars,Sydney Thunder,Melbourne Stars,Batting,"Manuka Oval, Canberra",Canberra,True,Melbourne Stars,22,runs,A Zampa
372,97039,2020-21,Perth Scorchers,Melbourne Renegades,Perth Scorchers,Batting,"Bellerive Oval, Hobart",Hobart,True,Melbourne Renegades,7,wickets,JK Lalor
373,97048,2020-21,Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,Bowling,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,11,runs,DJM Short
374,97035,2020-21,Sydney Sixers,Melbourne Renegades,Melbourne Renegades,Bowling,"Bellerive Oval, Hobart",Hobart,True,Sydney Sixers,145,runs,JR Philippe
375,97064,2020-21,Brisbane Heat,Sydney Thunder,Brisbane Heat,Batting,"Manuka Oval, Canberra",Canberra,True,Sydney Thunder,4,wickets,DR Sams
376,97061,2020-21,Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,Bowling,"Aurora Stadium, Launceston",Launceston,True,Adelaide Strikers,5,wickets,PM Siddle
377,97065,2020-21,Perth Scorchers,Melbourne Stars,Melbourne Stars,Bowling,"Aurora Stadium, Launceston",Launceston,False,,0,,
378,97028,2020-21,Melbourne Renegades,Hobart Hurricanes,Hobart Hurricanes,Bowling,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,6,wickets,BR McDermott
379,97071,2020-21,Sydney Sixers,Adelaide Strikers,Adelaide Strikers,Bowling,"Bellerive Oval, Hobart",Hobart,True,Sydney Sixers,38,runs,DT Christian
380,97029,2020-21,Perth Scorchers,Sydney Thunder,Sydney Thunder,Bowling,"Manuka Oval, Canberra",Canberra,True,Sydney Thunder,7,wickets,CJ Ferguson
381,97079,2020-21,Adelaide Strikers,Brisbane Heat,Brisbane Heat,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Adelaide Strikers,2,runs,JJ Peirson
382,97072,2020-21,Sydney Thunder,Melbourne Renegades,Melbourne Renegades,Bowling,"Manuka Oval, Canberra",Canberra,True,Sydney Thunder,129,runs,O Davies
383,97044,2020-21,Melbourne Stars,Sydney Sixers,Sydney Sixers,Bowling,Carrara Oval,Carrara,True,Sydney Sixers,1,wicket,DP Hughes
384,97066,2020-21,Hobart Hurricanes,Brisbane Heat,Brisbane Heat,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,4,wickets,L Gregory
385,97043,2020-21,Adelaide Strikers,Perth Scorchers,Perth Scorchers,Bowling,Adelaide Oval,Adelaide,True,Adelaide Strikers,71,runs,Rashid Khan
386,97075,2020-21,Melbourne Renegades,Sydney Sixers,Melbourne Renegades,Batting,Carrara Oval,Carrara,True,Sydney Sixers,2,wickets,JO Holder
387,97052,2020-21,Sydney Thunder,Melbourne Stars,Melbourne Stars,Bowling,"Manuka Oval, Canberra",Canberra,True,Sydney Thunder,75,runs,AD Hales
388,97073,2020-21,Hobart Hurricanes,Brisbane Heat,Brisbane Heat,Bowling,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Hobart Hurricanes,1,run,Mujeeb Ur Rahman
389,97068,2020-21,Adelaide Strikers,Perth Scorchers,Perth Scorchers,Bowling,Adelaide Oval,Adelaide,True,Perth Scorchers,7,wickets,JA Richardson
390,97054,2020-21,Melbourne Renegades,Sydney Thunder,Sydney Thunder,Bowling,Carrara Oval,Carrara,True,Sydney Thunder,7,runs,AD Hales
391,97042,2020-21,Hobart Hurricanes,Melbourne Stars,Melbourne Stars,Bowling,"Bellerive Oval, Hobart",Hobart,True,Hobart Hurricanes,21,runs,SM Boland
392,97030,2020-21,Sydney Sixers,Brisbane Heat,Sydney Sixers,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,4,wickets,MT Steketee
393,97051,2020-21,Perth Scorchers,Melbourne Renegades,Melbourne Renegades,Bowling,Perth Stadium,Perth,True,Perth Scorchers,96,runs,JP Inglis
394,97040,2020-21,Adelaide Strikers,Sydney Sixers,Sydney Sixers,Bowling,Carrara Oval,Carrara,True,Sydney Sixers,7,wickets,JR Philippe
395,97077,2020-21,Melbourne Stars,Hobart Hurricanes,Hobart Hurricanes,Bowling,"Bellerive Oval, Hobart",Hobart,True,Melbourne Stars,10,runs,MP Stoinis
396,97049,2020-21,Sydney Thunder,Brisbane Heat,Sydney Thunder,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,5,wickets,JA Burns
397,97031,2020-21,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,Batting,Adelaide Oval,Adelaide,True,Adelaide Strikers,60,runs,RJ Gibson
398,97027,2020-21,Perth Scorchers,Sydney Sixers,Sydney Sixers,Bowling,Perth Stadium,Perth,True,Perth Scorchers,86,runs,MR Marsh
399,97069,2020-21,Sydney Thunder,Hobart Hurricanes,Hobart Hurricanes,Bowling,Perth Stadium,Perth,True,Sydney Thunder,39,runs,N McAndrew
400,97033,2020-21,Brisbane Heat,Melbourne Stars,Melbourne Stars,Bowling,Carrara Oval,Carrara,True,Brisbane Heat,18,runs,CA Lynn
401,97024,2020-21,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,Batting,Adelaide Oval,Adelaide,True,Melbourne Renegades,6,wickets,Mohammad Nabi
402,97076,2020-21,Perth Scorchers,Sydney Thunder,Sydney Thunder,Bowling,Perth Stadium,Perth,True,Perth Scorchers,17,runs,JA Richardson
403,97053,2020-21,Brisbane Heat,Sydney Sixers,Sydney Sixers,Bowling,Carrara Oval,Carrara,True,Sydney Sixers,3,wickets,DT Christian
404,97074,2020-21,Melbourne Stars,Adelaide Strikers,Melbourne Stars,Batting,Adelaide Oval,Adelaide,True,Adelaide Strikers,5,wickets,WA Agar
405,97055,2020-21,Hobart Hurricanes,Perth Scorchers,Hobart Hurricanes,Batting,Perth Stadium,Perth,True,Perth Scorchers,9,wickets,JJ Roy
406,97059,2020-21,Sydney Thunder,Sydney Sixers,Sydney Sixers,Bowling,"Manuka Oval, Canberra",Canberra,True,Sydney Sixers,5,wickets,SNJ O'Keefe
407,97041,2020-21,Melbourne Renegades,Brisbane Heat,Brisbane Heat,Bowling,"Manuka Oval, Canberra",Canberra,True,Brisbane Heat,5,wickets,JA Burns
408,97037,2020-21,Melbourne Stars,Adelaide Strikers,Adelaide Strikers,Bowling,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,111,runs,ADS Fletcher
409,97063,2020-21,Perth Scorchers,Sydney Sixers,Perth Scorchers,Batting,"Manuka Oval, Canberra",Canberra,True,Sydney Sixers,7,wickets,JR Philippe
410,97062,2020-21,Melbourne Renegades,Melbourne Stars,Melbourne Renegades,Batting,Melbourne Cricket Ground,Melbourne,True,Melbourne Stars,6,wickets,LC Hatcher
411,97038,2020-21,Sydney Thunder,Hobart Hurricanes,Hobart Hurricanes,Bowling,"Manuka Oval, Canberra",Canberra,True,Hobart Hurricanes,6,wickets,BR McDermott
412,97036,2020-21,Perth Scorchers,Brisbane Heat,Brisbane Heat,Bowling,"Docklands Stadium, Melbourne",Melbourne,True,Perth Scorchers,59,runs,C Munro
413,97067,2020-21,Melbourne Stars,Melbourne Renegades,Melbourne Stars,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Melbourne Renegades,5,wickets,MW Harvey
414,97057,2020-21,Adelaide Strikers,Brisbane Heat,Adelaide Strikers,Batting,Adelaide Oval,Adelaide,True,Adelaide Strikers,82,runs,AT Carey
415,97032,2020-21,Perth Scorchers,Hobart Hurricanes,Perth Scorchers,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Perth Scorchers,22,runs,JA Richardson
416,97078,2020-21,Sydney Thunder,Sydney Sixers,Sydney Sixers,Bowling,Adelaide Oval,Adelaide,True,Sydney Thunder,46,runs,AD Hales
417,97046,2020-21,Brisbane Heat,Melbourne Renegades,Brisbane Heat,Batting,"Docklands Stadium, Melbourne",Melbourne,True,Brisbane Heat,26,runs,M Labuschagne
418,97047,2020-21,Perth Scorchers,Melbourne Stars,Melbourne Stars,Bowling,Melbourne Cricket Ground,Melbourne,True,Perth Scorchers,11,runs,JJ Roy
419,97045,2020-21,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,Batting,Adelaide Oval,Adelaide,True,Adelaide Strikers,6,runs,PM Siddle
420,97025,2020-21,Hobart Hurricanes,Sydney Sixers,Sydney Sixers,Bowling,Melbourne Cricket Ground,Melbourne,True,Hobart Hurricanes,7,runs,MS Wade
421,97034,2020-21,Adelaide Strikers,Sydney Thunder,Sydney Thunder,Bowling,Adelaide Oval,Adelaide,True,Sydney Thunder,9,wickets,AD Hales
422,97060,2020-21,Brisbane Heat,Perth Scorchers,Perth Scorchers,Bowling,Adelaide Oval,Adelaide,True,Brisbane Heat,6,runs,M Labuschagne
423,97058,2020-21,Melbourne Renegades,Hobart Hurricanes,Hobart Hurricanes,Bowling,Melbourne Cricket Ground,Melbourne,True,Melbourne Renegades,11,runs,Z Evans
424,97056,2020-21,Melbourne Stars,Sydney Sixers,Sydney Sixers,Bowling,Melbourne Cricket Ground,Melbourne,True,Sydney Sixers,5,wickets,BJ Dwarshuis
425,97081,2020-21,Adelaide Strikers,Brisbane Heat,Adelaide Strikers,Batting,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,True,Brisbane Heat,6,wickets,JJ Peirson
426,97082,2020-21,Perth Scorchers,Sydney Sixers,Perth Scorchers,Batting,"Manuka Oval, Canberra",Canberra,True,Sydney Sixers,9,wickets,JM Vince
427,97083,2020-21,Sydney Thunder,Brisbane Heat,Brisbane Heat,Bowling,"Manuka Oval, Canberra",Canberra,True,Brisbane Heat,7,wickets,SD Heazlett
428,97084,2020-21,Perth Scorchers,Brisbane Heat,Brisbane Heat,Bowling,"Manuka Oval, Canberra",Canberra,True,Perth Scorchers,49,runs,LS Livingstone
429,97080,2020-21,Sydney Sixers,Perth Scorchers,Perth Scorchers,Bowling,Sydney Cricket Ground,Sydney,True,Sydney Sixers,27,runs,JM Vince
